uid,title,path,word_count,num_concepts,num_potential_apis,avg_api_confidence,opportunity_score,concepts
113198,Navigation System,data\raw_md\articles\app-shell-and-base-infrastructure\navigation-system.md,1257,17,10884,0.6821848585079014,20047.23,"Tree List, Criteria, List View, .NET Runtime, Controllers"
,v25.2 Release Notes,data\raw_md\articles\what-is-new\latest-release-notes.md,716,19,9872,0.6867909238249594,19662.0,"Tenant, Blazor UI, Views, Security System, Database Connection"
112701,Data Annotation Attributes,data\raw_md\articles\business-model-design-orm\data-annotations-in-data-model.md,1253,17,10555,0.6844149692089058,19504.800000000003,"List View, Lookup View, Collection Property, Reference Property, Detail View"
112611,Views,data\raw_md\articles\ui-construction\views.md,605,17,10600,0.6803207547169811,19470.78,"Dashboard View, List View, .NET Runtime, Lookup View, Reference Property"
113314,How to: Display a List View as a Chart (Windows Forms and ASP.NET Web Forms),data\raw_md\articles\ui-construction\list-editors\how-to-display-a-list-view-as-a-chart.md,744,18,10001,0.6837316268373163,19146.399999999998,"Dashboard View, List View, .NET Runtime, Charts, Entity Framework Core"
113610,"How to: Include a Custom UI Control That Is Not Integrated by Default (WinForms, ASP.NET Web Forms, and ASP.NET Core Blazor)",data\raw_md\articles\ui-construction\using-a-custom-control-that-is-not-integrated-by-default.md,635,17,10350,0.6825797101449275,19074.69,"Dashboard View, List View, .NET Runtime, Object Space, Controllers"
112835,Clone Object (Copy Data Records),data\raw_md\articles\document-management\clone-object-module.md,584,17,10272,0.6859910436137072,19025.550000000003,"Clone Object, .NET Runtime, Object Space, Reference Property, Controllers"
112681,How to: Implement Cascading Filtering for Lookup List Views,data\raw_md\articles\filtering\in-list-view\how-to-implement-cascading-filtering-for-lookup-list-views.md,1049,17,10240,0.687216796875,19000.170000000002,"Criteria, Lookup View, List View, .NET Runtime, Object Space"
403189,How to: Display a List View With Data From a Stored Procedure With a Parameter,data\raw_md\articles\business-model-design-orm\non-persistent-objects\how-to-display-a-list-view-with-data-from-a-stored-procedure-with-a-parameter.md,536,16,10578,0.6877670637171487,18915.519999999997,"Criteria, List View, XAF Application, Object Space, Controllers"
118240,Ways to Show a Confirmation Dialog,data\raw_md\articles\app-shell-and-base-infrastructure\dialogs-and-notifications\ways-to-show-a-confirmation-dialog.md,359,16,10541,0.6860734275685418,18802.94,"Simple Action, .NET Runtime, Dialog Controller, Object Space, Controllers"
112813,Resources in a Schedule,data\raw_md\articles\event-planning-and-notifications\scheduler\resources-in-a-schedule.md,845,16,10507,0.6858094603597601,18735.079999999998,"List View, .NET Runtime, Object Space, Controllers, Entity Framework Core"
119411,How to: Localize XAF Application Items Using XAF Tools,data\raw_md\articles\localization\how-to-localize-xaf-application-items-using-xaf-tools.md,1262,16,10485,0.6861707200762994,18705.699999999997,".NET Runtime, Authentication, Controllers, Detail View, Security Strategy"
113653,How to Add an Unbound Control (Button) to the Form Layout in an XAF View (with a Fully Custom ViewItem),data\raw_md\articles\ui-construction\view-items-and-property-editors\add-a-button-to-a-detail-view-using-custom-view-item.md,653,15,10895,0.6848829738412116,18654.5,"Dashboard View, List View, .NET Runtime, Object Space, Detail View"
113143,How to: Enable Database Storage for User-Defined Criteria that Filter a List View,data\raw_md\articles\ui-construction\view-items-and-property-editors\property-editors\use-criteria-property-editors.md,422,16,10434,0.6875694843779949,18652.66,"Criteria, List View, .NET Runtime, Object Space, Controllers"
113384,"Implement Custom Security Objects (Users, Roles, Operation Permissions)",data\raw_md\articles\data-security-and-safety\security-system\security-object-model\implement-custom-security-objects\implement-custom-security-objects-users-roles-operation-permissions.md,509,19,9195,0.6914301250679717,18437.33,"Blazor UI, Views, Security System, WinForms, View Controller"
113452,Implement a Custom Security System User Based on an Existing Business Class,data\raw_md\articles\data-security-and-safety\security-system\security-object-model\implement-custom-security-objects\implement-a-custom-security-system-user-based-on-an-existing-business-class.md,718,19,9142,0.6943885364252899,18409.49,"Blazor UI, Views, Security System, Validation, WinForms"
113249,List View Edit Modes,data\raw_md\articles\ui-construction\views\list-view-edit-modes.md,865,15,10769,0.681966756430495,18360.25,"List View, .NET Runtime, Controllers, Detail View, List Editors"
120092,Ways to Access UI Elements and Their Controls,data\raw_md\articles\ui-construction\ways-to-access-ui-elements-and-their-controls\ways-to-access-ui-elements-and-their-controls.md,808,16,10271,0.6827280693213903,18231.98,"Dashboard View, Tree List, List View, .NET Runtime, Controllers"
,Customize Application UI and Behavior,data\raw_md\articles\getting-started\basic-tutorial-blazor\customize-the-application-ui-and-behavior-blazor.md,584,15,10590,0.684985835694051,18135.0,"Simple Action, .NET Runtime, Object Space, Controllers, Detail View"
113128,Recurring Events,data\raw_md\articles\event-planning-and-notifications\scheduler\recurring-events.md,736,16,10127,0.6880023699022415,18115.239999999998,"Simple Action, .NET Runtime, Object Space, Controllers, Entity Framework Core"
112619,How to: Create an Action Using the Action Attribute,data\raw_md\articles\ui-construction\controllers-and-actions\actions\how-to-create-an-action-using-the-action-attribute.md,468,15,10521,0.6833190761334473,17973.0,"Simple Action, .NET Runtime, Controllers, Entity Framework Core, Detail View"
117449,Dashboards Module,data\raw_md\articles\analytics\dashboards-module.md,446,17,9685,0.6852658750645328,17919.36,"Dashboard View, List View, .NET Runtime, Dashboards, Deployment"
403535,Application Model: Built-in Interfaces,data\raw_md\articles\ui-construction\application-model-ui-settings-storage\how-application-model-works\application-model-interfaces.md,234,16,10099,0.6823249826715516,17916.08,"List View, Scheduler, Controllers, Detail View, List Editors"
112803,Ways to Show a View,data\raw_md\articles\ui-construction\views\ways-to-show-a-view\ways-to-show-a-view.md,859,15,10369,0.6842993538431864,17738.75,"Dashboard View, List View, Object Space, Controllers, Detail View"
112812,Scheduler Module Overview,data\raw_md\articles\event-planning-and-notifications\scheduler\scheduler-module-overview.md,727,16,9978,0.6827320104229304,17711.98,"List View, .NET Runtime, Controllers, Entity Framework Core, Detail View"
114159,How to: Show a Custom Data-Bound Control in an XAF View (WinForms),data\raw_md\articles\ui-construction\view-items-and-property-editors\how-to-show-a-custom-data-bound-control-in-an-xaf-view\how-to-show-a-custom-data-bound-control-in-an-xaf-view-winforms.md,448,15,10273,0.6874428112527985,17655.249999999996,"Dashboard View, .NET Runtime, Object Space, Detail View, Navigation"
112817,Detail View Layout Customization,data\raw_md\articles\ui-construction\views\layout\view-items-layout-customization.md,1639,15,10338,0.6818243373960148,17621.75,"List View, .NET Runtime, Authorization, Detail View, Property Editors"
403104,Audit Trail Module (EF Core),data\raw_md\articles\data-security-and-safety\audit-trail\audit-trail-module-ef-core.md,452,20,8461,0.689540243470039,17502.6,"Object Space Provider, Blazor UI, Views, Audit Trail, Security System"
113649,Allow an Administrator to Create Custom Persistent Fields in an XPO-Based Application,data\raw_md\articles\business-model-design-orm\types-info-subsystem\allow-an-administrator-to-create-custom-persistent-fields-in-an-xpo-based-application.md,848,15,10164,0.6865899252262888,17446.249999999996,"Database Connection, Object Space Provider, .NET Runtime, List View, Detail View"
,Define the Data Model and Set Initial Data,data\raw_md\articles\getting-started\basic-tutorial-blazor\define-the-data-model-and-set-the-initial-data-blazor.md,732,17,9404,0.6853572947681837,17401.77,"List View, Lookup View, Collection Property, .NET Runtime, Object Space"
113471,How to: Display a Non-Persistent Object's Detail View,data\raw_md\articles\business-model-design-orm\non-persistent-objects\how-to-display-a-non-persistent-objects-detail-view-from-the-navigation.md,436,16,9734,0.685545510581467,17350.059999999998,"Dashboard View, Dialog Controller, XAF Application, Object Space, Controllers"
402150,Application Code Performance,data\raw_md\articles\debugging-testing-and-error-handling\performance\application-performance.md,898,17,9259,0.6833459336861433,17083.170000000002,"Dashboards, .NET Runtime, XAF Application, Reference Property, Controllers"
113437,Change the Client-Side Security Mode from UI Level to Integrated in XPO applications (.NET Framework),data\raw_md\articles\data-security-and-safety\security-system\security-tiers\2-tier-security-integrated-mode-and-ui-level\change-the-client-side-security-mode-from-ui-level-to-integrated-in-xpo-applications.md,302,19,8523,0.6900035198873635,17054.61,"Object Space Provider, Conditional Appearance, Views, Security System, Database Connection"
113568,Collection Properties,data\raw_md\articles\business-model-design-orm\data-types-supported-by-built-in-editors\collection-properties.md,550,14,10279,0.6859519408502772,16922.16,"List View, .NET Runtime, Controllers, Entity Framework Core, Detail View"
112612,View Items and Property Editors,data\raw_md\articles\ui-construction\view-items-and-property-editors.md,949,15,9779,0.6850291440842622,16747.25,"Dashboard View, List View, .NET Runtime, Object Space, Reference Property"
113208,EasyTest Script Reference,data\raw_md\articles\debugging-testing-and-error-handling\functional-tests-easy-test\write-tests-human-readable\easy-test-script-reference.md,3210,18,8728,0.6850939505041247,16742.6,"Criteria, List View, Parametrized Action, Views, .NET Runtime"
113692,Notifications Window Elements,data\raw_md\articles\event-planning-and-notifications\notifications\reminders-window-elements.md,343,15,9700,0.6825567010309278,16552.0,"List View, .NET Runtime, Lookup View, Reference Property, Controllers"
112781,File Attachments (Store Custom Files),data\raw_md\articles\document-management\file-attachments-module.md,744,16,9236,0.6850476396708532,16450.460000000003,".NET Runtime, Collection Property, Controllers, Entity Framework Core, Property Editors"
113652,How to Add an Unbound Control (Button) to the Form Layout in an XAF View (with a Built-in ControlViewItem),data\raw_md\articles\ui-construction\view-items-and-property-editors\create-a-custom-control-detail-item.md,759,14,10036,0.6814168991630132,16412.88,"Dashboard View, List View, .NET Runtime, Controllers, Detail View"
113254,Handle Renamings and Deletions of Business Classes and their Properties,data\raw_md\articles\business-model-design-orm\business-model-design-with-xpo\handle-renamings-and-deletions-of-business-classes-and-their-properties.md,2521,15,9548,0.6857247591118558,16368.249999999998,"Criteria, List View, Object Space, Layout, Detail View"
113707,Ways to Access an Object Space (the Database Context for CRUD Operations),data\raw_md\articles\data-manipulation-and-business-logic\object-space.md,1287,18,8500,0.6857882352941176,16321.759999999998,"Window Controller, Object Space Provider, .NET Runtime, Object Space, Controllers"
117453,Create a Predefined Dashboard and Add it to the Navigation,data\raw_md\articles\analytics\dashboards\create-a-predefined-dashboard-and-add-it-to-the-navigation.md,244,15,9487,0.6864973121113102,16281.999999999998,"Dashboard View, List View, Dashboards, .NET Runtime, Multi-Tenancy"
112920,Create a New Object using the Navigation Control,data\raw_md\articles\app-shell-and-base-infrastructure\navigation\create-a-new-object-using-the-navigation-control.md,378,14,9829,0.688656017906196,16245.120000000004,"Window Controller, .NET Runtime, Object Space, Controllers, Entity Framework Core"
404264,Customize Standard Authentication Behavior and Supply Additional Logon Parameters (.NET Applications),data\raw_md\articles\data-security-and-safety\security-system\authentication\customize-standard-authentication-behavior-and-supply-additional-logon-parameters\customize-authentication-behavior-net.md,590,17,8724,0.6887666208161393,16223.759999999998,"Security System, Criteria, Lookup View, .NET Runtime, Authentication"
113362,Exporting,data\raw_md\articles\shape-export-print-data\printing-exporting-in-list-view\exporting.md,400,14,9876,0.6836674767112192,16204.560000000003,"Criteria, List View, .NET Runtime, Controllers, List Editors"
113602,In-Place Reports,data\raw_md\articles\shape-export-print-data\reports\in-place-reports.md,524,15,9466,0.6844707373758714,16197.999999999996,"Criteria, List View, .NET Runtime, Controllers, Detail View"
113302,Chart Module,data\raw_md\articles\analytics\chart-module.md,806,14,9837,0.6827488055301414,16118.880000000005,"List View, .NET Runtime, Charts, Controllers, List Editors"
113316,Application Model: Built-in Node Generators,data\raw_md\articles\ui-construction\application-model-ui-settings-storage\how-application-model-works\built-in-nodes-generators.md,957,15,9432,0.683375742154368,16113.999999999998,"List View, Lookup View, Controllers, Conditional Appearance, Property Editors"
118450,"Server, ServerView, InstantFeedback, and InstantFeedbackView Modes",data\raw_md\articles\ui-construction\views\list-view-data-access-modes\server-server-view-instant-feedback-and-instant-feedback-view-modes.md,894,14,9647,0.685622473307764,15874.080000000002,"List View, .NET Runtime, Object Space, Controllers, Entity Framework Core"
404726,How to: Display Appointments in a Data Table (Grid List Editor),data\raw_md\articles\event-planning-and-notifications\how-to-change-the-scheduler-list-editor-type.md,216,13,10075,0.6847543424317617,15867.469999999996,"List View, .NET Runtime, Entity Framework Core, List Editors, Property Editors"
118549,Text Notifications,data\raw_md\articles\app-shell-and-base-infrastructure\dialogs-and-notifications\text-notifications.md,298,13,9884,0.6872622420072845,15623.669999999998,"Simple Action, .NET Runtime, Object Space, Controllers, Detail View"
402155,Add a Parametrized Action,data\raw_md\articles\getting-started\in-depth-tutorial-blazor\add-actions-menu-commands\add-a-parametrized-action.md,376,14,9470,0.6865364308342132,15603.6,"List View, Parametrized Action, .NET Runtime, Object Space, Controllers"
118451,How to: Show Various Notifications to Multiple Users,data\raw_md\articles\event-planning-and-notifications\how-to-show-various-notifications-for-multiple-users.md,280,16,8711,0.6878085179657903,15577.9,"Security System, .NET Runtime, Scheduler, Controllers, Entity Framework Core"
113326,Ways to Invoke the Model Editor,data\raw_md\articles\ui-construction\application-model-ui-settings-storage\model-editor\ways-to-invoke-the-model-editor.md,1046,13,9813,0.6899928666055234,15573.070000000002,"Security System, .NET Runtime, Validation, Property Editors, Modules"
113218,Test an Action,data\raw_md\articles\debugging-testing-and-error-handling\functional-tests-easy-test\write-tests-human-readable\test-an-action.md,354,16,8665,0.6850894402769764,15434.380000000001,"List View, Simple Action, Views, .NET Runtime, Controllers"
112839,Display a Tree List using the HCategory Class,data\raw_md\articles\app-shell-and-base-infrastructure\tree-list-editors\display-a-tree-list-using-the-category-class.md,370,13,9769,0.6848705087521753,15388.15,"Tree List, List View, .NET Runtime, Entity Framework Core, Navigation"
113594,Data Filtering in Reports,data\raw_md\articles\filtering\in-reports\data-filtering-in-reports.md,369,16,8497,0.6922796281040366,15293.979999999998,"Criteria, List View, Object Space, Detail View, Reports V2"
113679,List View Columns Customization,data\raw_md\articles\ui-construction\views\layout\list-view-columns-customization.md,1027,14,9327,0.681826954004503,15262.560000000001,"Blazor UI, List View, Lookup View, .NET Runtime, Dialog Controller"
112676,Customize Controllers and Actions,data\raw_md\articles\ui-construction\controllers-and-actions\customize-controllers-and-actions.md,926,14,9250,0.6835243243243243,15174.240000000002,"Window Controller, .NET Runtime, Controllers, Detail View, WinForms"
113239,Production Database and Application Updates,data\raw_md\articles\deployment\production-database-and-application-updates.md,992,18,7670,0.6907170795306388,14833.839999999997,"Dashboard View, Object Space Provider, .NET Runtime, Multi-Tenancy, Logging"
113683,List View Data Access Modes,data\raw_md\articles\ui-construction\views\list-view-data-access-modes.md,582,15,8651,0.6855161253034331,14826.0,"Tree List, List View, .NET Runtime, Lookup View, Entity Framework Core"
112816,How to Add an Unbound Control (Button) to the Form Layout in an XAF View (with a Built-in ActionContainerViewItem),data\raw_md\articles\ui-construction\view-items-and-property-editors\include-an-action-to-a-detail-view-layout.md,475,13,9352,0.6843669803250643,14720.460000000001,"Dashboard View, Simple Action, .NET Runtime, Controllers, Detail View"
402980,Implement Property Value Validation,data\raw_md\articles\getting-started\in-depth-tutorial-blazor\enable-additional-modules\implement-property-value-validation.md,380,12,9632,0.685672757475083,14529.68,"Criteria, List View, .NET Runtime, Validation, Property Editors"
115793,Display Properties of a Referenced Object in the Master Object's View,data\raw_md\articles\ui-construction\views\layout\display-properties-of-a-referenced-object-in-the-master-objects-view.md,489,15,8473,0.6824737401156614,14456.499999999998,"List View, .NET Runtime, Reference Property, Entity Framework Core, Detail View"
403068,ASP.NET Core Blazor Application Appearance,data\raw_md\articles\app-shell-and-base-infrastructure\blazor-application-appearance.md,1691,14,8801,0.6818656970798773,14402.640000000003,"Window Controller, Simple Action, .NET Runtime, Controllers, Detail View"
112792,Add and Replace Icons,data\raw_md\articles\app-shell-and-base-infrastructure\icons\add-and-replace-icons.md,1486,13,9128,0.6851007887817703,14383.279999999997,"Deployment, Layout, Detail View, Navigation, Property Editors"
118452,DataView Mode,data\raw_md\articles\ui-construction\views\list-view-data-access-modes\data-view-mode.md,397,13,9109,0.6852673180371062,14356.83,"Criteria, List View, .NET Runtime, Object Space, Entity Framework Core"
113151,Customize the Logon Window Appearance And Behavior,data\raw_md\articles\data-security-and-safety\security-system\authentication\customize-the-logon-window.md,202,12,9503,0.6849415973902978,14319.800000000001,"Security System, .NET Runtime, Authentication, Controllers, Detail View"
118047,Register a Built-in XAF Module,data\raw_md\articles\app-shell-and-base-infrastructure\application-solution-components\modules\register-buil-in-xaf-module.md,431,21,6639,0.6957674348546466,14319.519999999997,"PivotGrid, Tenant, Blazor UI, Views, Scheduler"
403258,How to: Use a Custom Component to Implement List Editor (Blazor),data\raw_md\articles\ui-construction\list-editors\how-to-use-a-custom-component-to-implement-list-editor-blazor.md,979,14,8654,0.6837069563207764,14200.319999999998,"List View, .NET Runtime, Object Space, Dependency Injection, Entity Framework Core"
113528,String Properties,data\raw_md\articles\business-model-design-orm\data-types-supported-by-built-in-editors\string-properties.md,699,13,9003,0.685327113184494,14190.999999999998,".NET Runtime, Mail Merge, Controllers, Entity Framework Core, Detail View"
403238,Change List View Filters,data\raw_md\articles\getting-started\in-depth-tutorial-blazor\customize-data-display-and-view-layout\change-list-view-filters.md,479,12,9362,0.6841059602649007,14090.120000000003,"Criteria, List View, .NET Runtime, Controllers, Property Editors"
402958,Relationships Between Entities in Code and UI (EF Core),data\raw_md\articles\business-model-design-orm\business-model-design-with-entity-framework-core\relationships-between-entities-in-code-and-ui.md,894,16,7908,0.6845220030349012,14074.319999999998,"Tree List, List View, .NET Runtime, Collection Property, Reference Property"
113183,How to: Customize Action Controls,data\raw_md\articles\ui-construction\controllers-and-actions\actions\how-to-customize-action-controls.md,328,15,8183,0.6876939997555909,14068.5,"Blazor UI, Criteria, List View, .NET Runtime, Parametrized Action"
113704,Enable the Administrative UI to manage End-User Settings in the Database,data\raw_md\articles\ui-construction\application-model-ui-settings-storage\application-model-storages\enable-the-administrative-ui-for-managing-users-model-differences.md,257,12,9291,0.6835001614465611,13970.880000000001,"List View, .NET Runtime, Entity Framework Core, Navigation, WinForms"
403100,Display and Edit Simple Type Values in a Lookup Property Editor,data\raw_md\articles\ui-construction\view-items-and-property-editors\property-editors\display-and-edit-simple-type-values-in-a-lookup-property-editor.md,450,13,8785,0.6888218554354012,13917.989999999998,"Lookup View, .NET Runtime, Object Space, Reference Property, Entity Framework Core"
113307,Function Criteria Operators,data\raw_md\articles\filtering\in-list-view\function-criteria-operators.md,642,14,8407,0.6887950517425955,13897.680000000002,"Criteria, Lookup View, List View, Authorization, Permission Policies"
112815,How to: Reorder an Action Container's Actions Collection,data\raw_md\articles\ui-construction\controllers-and-actions\actions\how-to-reorder-an-action-containers-actions-collection.md,316,12,9194,0.6837829018925385,13830.739999999998,"Lookup View, .NET Runtime, Controllers, Property Editors, Modules"
112925,How to: Add a Search Action to Lookup Property Editors and Link Pop-up Windows,data\raw_md\articles\ui-construction\controllers-and-actions\actions\how-to-add-a-search-action-to-lookup-property-editors-and-link-pop-up-windows.md,402,13,8731,0.683552857633719,13726.63,"Lookup View, .NET Runtime, List View, Collection Property, Reference Property"
112618,How to: Create a Custom WinForms Ribbon Template,data\raw_md\articles\ui-construction\templates\in-winforms\how-to-create-a-custom-winforms-ribbon-template.md,857,12,9097,0.6854017808068594,13717.220000000001,"Simple Action, Controllers, Navigation, WinForms, Property Editors"
113480,Custom Function Criteria Operators,data\raw_md\articles\filtering\in-list-view\custom-function-criteria-operators.md,897,16,7546,0.6960376358335542,13655.979999999998,"Security System, Criteria, List View, .NET Runtime, Authorization"
112595,Localization Basics,data\raw_md\articles\localization\localization-basics.md,1098,12,9070,0.6838368246968026,13645.28,"List View, .NET Runtime, WinForms, Property Editors, Actions"
404752,Active Directory and OAuth2 Authentication Providers in WinForms Applications,data\raw_md\articles\data-security-and-safety\security-system\authentication\oauth-and-custom-authentication\active-directory-and-oauth2-authentication-providers-in-winforms-applications.md,892,15,7893,0.6894210059546433,13603.999999999998,"Window Controller, Authentication, Authorization, Object Space, Controllers"
403217,Display a Nested Property Editor in a Detail View,data\raw_md\articles\getting-started\in-depth-tutorial-blazor\customize-data-display-and-view-layout\add-an-editor-to-a-detail-view.md,347,12,9000,0.6833999999999999,13531.32,"List View, .NET Runtime, Dialog Controller, Reference Property, Detail View"
113167,How to: Display a List of Non-Persistent Objects with an Intermediate Container Class and Its Detail View,data\raw_md\articles\business-model-design-orm\non-persistent-objects\how-to-display-a-list-of-non-persistent-objects-in-a-popup-dialog.md,417,14,8141,0.6894976047168653,13471.680000000002,"Object Space Provider, XAF Application, Object Space, Controllers, Detail View"
112837,Display a Tree List using the ITreeNode Interface,data\raw_md\articles\app-shell-and-base-infrastructure\tree-list-editors\display-a-tree-list-using-the-tree-node-interface.md,424,13,8546,0.6835478586473204,13435.679999999998,"Tree List, List View, .NET Runtime, Entity Framework Core, List Editors"
