doc_id,doc_type,uid,title,section_id,h_path,num_code_blocks,first_code_preview
data/raw_md/articles/backend-web-api-service/add-crud-web-api-endpoints,,403551,Add and Protect CRUD Web API Endpoints,articles/backend-web-api-service/add-crud-web-api-endpoints::4,Create Endpoints for Business Objects,1,using MySolution.Module.BusinessObjects; // ... namespace MySolution.WebApi {     public class Startup {         // ...         public void ConfigureServices(IServiceCollection services) {            
data/raw_md/articles/backend-web-api-service/add-web-api-to-blazor-server,,403561,Integrate the Web API into an Existing XAF Blazor Application,articles/backend-web-api-service/add-web-api-to-blazor-server::5,Add Web API Service: Core Functionality > Install NuGet Packages > Add Service Configuration Code,1,using DevExpress.ExpressApp.WebApi.Services; using Microsoft.OpenApi.Models; using Microsoft.AspNetCore.OData; // ... public void ConfigureServices(IServiceCollection services) { // ...          servi
data/raw_md/articles/backend-web-api-service/authentication-in-web-api-projects,,403413,Authenticate and Authorize Web API Endpoints,articles/backend-web-api-service/authentication-in-web-api-projects::5,Configure Authorization for Endpoints or Protect Business Object Data > Authenticate a User in Code,1,using DevExpress.ExpressApp; using DevExpress.ExpressApp.Security; using MySolution.WebApi.BusinessObjects; using Microsoft.AspNetCore.Authorization; using Microsoft.AspNetCore.Mvc; // ... namespace M
data/raw_md/articles/backend-web-api-service/create-custom-endpoints,,403858,Create Custom Endpoints,articles/backend-web-api-service/create-custom-endpoints::12,Authorize Endpoint Requests > Access an Object Space > Use IDataService (Recommended) > Use IObjectSpaceFactory > Non-Secured Endpoint Examples > Get Server Time,1,"[HttpGet(""api/Custom/ServerTime/{timezone}"")] // [Authorize] public ActionResult<string> GetServerTime(string timezone) {     try {         TimeZoneInfo tz = TimeZoneInfo.FindSystemTimeZoneById(timezo"
data/raw_md/articles/backend-web-api-service/create-custom-endpoints,,403858,Create Custom Endpoints,articles/backend-web-api-service/create-custom-endpoints::14,Authorize Endpoint Requests > Access an Object Space > Use IDataService (Recommended) > Use IObjectSpaceFactory > Non-Secured Endpoint Examples > Get Server Time > Clear Logs,1,"[HttpPost(nameof(ClearLogs))] // [Authorize] [SwaggerOperation(""Clears logs older than today"")] public IActionResult ClearLogs() {     try {         var logDirectory = @""C:\path\to\your\logs"";        "
data/raw_md/articles/backend-web-api-service/create-custom-endpoints,,403858,Create Custom Endpoints,articles/backend-web-api-service/create-custom-endpoints::16,Authorize Endpoint Requests > Access an Object Space > Use IDataService (Recommended) > Use IObjectSpaceFactory > Non-Secured Endpoint Examples > Get Server Time > Clear Logs > Check the Database Connection Health,1,"[ApiController] [Route(""api/[controller]"")] public class CustomController : ControllerBase {     private readonly INonSecuredObjectSpaceFactory _nonSecuredObjectSpaceFactory;     public CustomControll"
data/raw_md/articles/backend-web-api-service/create-custom-endpoints,,403858,Create Custom Endpoints,articles/backend-web-api-service/create-custom-endpoints::18,Authorize Endpoint Requests > Access an Object Space > Use IDataService (Recommended) > Use IObjectSpaceFactory > Non-Secured Endpoint Examples > Get Server Time > Clear Logs > Check the Database Connection Health > Secured Endpoint Examples > Current User Identifier,1,"[ApiController] [Route(""api/[controller]"")] public class CustomController : ControllerBase {     private readonly ISecurityProvider _securityProvider;     public CustomController(ISecurityProvider sec"
data/raw_md/articles/backend-web-api-service/create-custom-endpoints,,403858,Create Custom Endpoints,articles/backend-web-api-service/create-custom-endpoints::22,Authorize Endpoint Requests > Access an Object Space > Use IDataService (Recommended) > Use IObjectSpaceFactory > Non-Secured Endpoint Examples > Get Server Time > Clear Logs > Check the Database Connection Health > Secured Endpoint Examples > Current User Identifier > Obtain an Object or a Collection of Objects > Stream an Image,1,"[HttpGet(""EmployeePhoto/{employeeId}"")] [Authorize] public FileStreamResult EmployeePhoto(int employeeId) {     var objectSpace = dataService.GetObjectSpace(typeof(Employee));     var bytes = objectSp"
data/raw_md/articles/backend-web-api-service/create-custom-endpoints,,403858,Create Custom Endpoints,articles/backend-web-api-service/create-custom-endpoints::24,Authorize Endpoint Requests > Access an Object Space > Use IDataService (Recommended) > Use IObjectSpaceFactory > Non-Secured Endpoint Examples > Get Server Time > Clear Logs > Check the Database Connection Health > Secured Endpoint Examples > Current User Identifier > Obtain an Object or a Collection of Objects > Stream an Image > Create a New Object,1,"[ApiController] [Route(""api/[controller]"")] public class CustomController : ControllerBase {     private readonly IDataService _dataService;     private readonly ISecurityProvider _securityProvider;  "
data/raw_md/articles/backend-web-api-service/create-custom-endpoints,,403858,Create Custom Endpoints,articles/backend-web-api-service/create-custom-endpoints::27,Authorize Endpoint Requests > Access an Object Space > Use IDataService (Recommended) > Use IObjectSpaceFactory > Non-Secured Endpoint Examples > Get Server Time > Clear Logs > Check the Database Connection Health > Secured Endpoint Examples > Current User Identifier > Obtain an Object or a Collection of Objects > Stream an Image > Create a New Object > Stream a PDF File,1,public class Startup {   public void ConfigureServices(IServiceCollection services) {     // ...     services.AddXafWebApi(builder => {       builder.ConfigureOptions(options => {         // ...      
data/raw_md/articles/backend-web-api-service/create-custom-endpoints,,403858,Create Custom Endpoints,articles/backend-web-api-service/create-custom-endpoints::30,Authorize Endpoint Requests > Access an Object Space > Non-Secured Endpoint Examples > Secured Endpoint Examples > Example Solutions > SignalR: How to Perform CRUD operations in a Hub Method,1,using DevExpress.ExpressApp.Core; using DevExpress.ExpressApp.Security; using Microsoft.AspNetCore.Authorization; using Microsoft.AspNetCore.SignalR;  // Add this attribute to ensure only authenticate
data/raw_md/articles/backend-web-api-service/enable-audit-trail-module,,404262,Audit Trail: Log Data Changes Made via Web API Endpoints,articles/backend-web-api-service/enable-audit-trail-module::5,"uid: ""404262""title: ""Audit Trail: Log Data Changes Made via Web API Endpoints"" > Enable the Module in the Template Kit > Enable the EF Core Audit Module in an Existing App > Standalone Web API Application",1,services.AddXafWebApi(builder => {     builder.Modules         .AddAuditTrailEFCore();      builder.ConfigureOptions(options => {         //...     });      builder.ObjectSpaceProviders         .AddSe
data/raw_md/articles/backend-web-api-service/enable-audit-trail-module,,404262,Audit Trail: Log Data Changes Made via Web API Endpoints,articles/backend-web-api-service/enable-audit-trail-module::7,"uid: ""404262""title: ""Audit Trail: Log Data Changes Made via Web API Endpoints"" > Enable the Module in the Template Kit > Enable the EF Core Audit Module in an Existing App > Standalone Web API Application > XAF Blazor Application",1,"services.AddXaf(Configuration, builder => {     //..     builder.Modules         .AddAuditTrailEFCore()     //... } "
data/raw_md/articles/backend-web-api-service/enable-audit-trail-module,,404262,Audit Trail: Log Data Changes Made via Web API Endpoints,articles/backend-web-api-service/enable-audit-trail-module::10,"uid: ""404262""title: ""Audit Trail: Log Data Changes Made via Web API Endpoints"" > Enable the Module in the Template Kit > Enable the EF Core Audit Module in an Existing App > Standalone Web API Application > XAF Blazor Application > Enable the XPO Audit Module in an Existing App > Standalone Web API Application",1,"services.AddXafWebApi(builder => {     builder.AddXpoServices();      builder.Modules         .AddAuditTrailXpo(options => {             //...         }); }, Configuration); "
data/raw_md/articles/backend-web-api-service/enable-audit-trail-module,,404262,Audit Trail: Log Data Changes Made via Web API Endpoints,articles/backend-web-api-service/enable-audit-trail-module::12,"uid: ""404262""title: ""Audit Trail: Log Data Changes Made via Web API Endpoints"" > Enable the Module in the Template Kit > Enable the EF Core Audit Module in an Existing App > Standalone Web API Application > XAF Blazor Application > Enable the XPO Audit Module in an Existing App > Standalone Web API Application > XAF Blazor Application",1,"services.AddXaf(Configuration, builder => {     //..     builder.Modules         .AddAuditTrailXpo(options => {             //...         })     //... }) "
data/raw_md/articles/backend-web-api-service/execute-crud-operations-for-non-persistent-objects,,404233,Execute CRUD Operations for Non-Persistent Objects,articles/backend-web-api-service/execute-crud-operations-for-non-persistent-objects::3,"uid: ""404233""title: Execute CRUD Operations for Non-Persistent Objects > Declare a Non-Persistent Object",1,using DevExpress.ExpressApp; using DevExpress.ExpressApp.DC;  [DomainComponent] public class CustomNonPersistentObject : NonPersistentBaseObject {     public string Name { get; set; } } 
data/raw_md/articles/backend-web-api-service/execute-crud-operations-for-non-persistent-objects,,404233,Execute CRUD Operations for Non-Persistent Objects,articles/backend-web-api-service/execute-crud-operations-for-non-persistent-objects::7,"uid: ""404233""title: Execute CRUD Operations for Non-Persistent Objects > Declare a Non-Persistent Object > Create an Endpoint for the New Type > Enable the Non-Persistent Object Space Provider",1,builder.ObjectSpaceProviders     //...     .AddNonPersistent(); 
data/raw_md/articles/backend-web-api-service/execute-crud-operations-for-non-persistent-objects,,404233,Execute CRUD Operations for Non-Persistent Objects,articles/backend-web-api-service/execute-crud-operations-for-non-persistent-objects::12,"uid: ""404233""title: Execute CRUD Operations for Non-Persistent Objects > Declare a Non-Persistent Object > Create an Endpoint for the New Type > Enable the Non-Persistent Object Space Provider > Create a Singleton Service for Data Access > Unit Tests",1,using System.Net; using System.Net.Http.Headers; using System.Net.Http.Json; using System.Text; using System.Text.Json; using Microsoft.AspNetCore.Mvc.Testing; using Xunit;  public class CRUDNonPersis
data/raw_md/articles/backend-web-api-service/execute-custom-operations,,403850,Execute Custom Operations on Endpoint Requests,articles/backend-web-api-service/execute-custom-operations::3,"uid: ""403850""title: Execute Custom Operations on Endpoint Requests > Create a Custom Data Service",1,using DevExpress.Data.Filtering; using DevExpress.ExpressApp.Core; using DevExpress.ExpressApp.DC; using DevExpress.ExpressApp.WebApi.Services; // ... public class CustomDataService : DataService {   
data/raw_md/articles/backend-web-api-service/execute-custom-operations,,403850,Execute Custom Operations on Endpoint Requests,articles/backend-web-api-service/execute-custom-operations::5,"uid: ""403850""title: Execute Custom Operations on Endpoint Requests > Create a Custom Data Service > Override Endpoint Methods",1,// GET protected override IQueryable<T> GetObjectsQuery<T>(IObjectSpace objectSpace) {     if(typeof(T) == typeof(ApplicationUser)) {         // Custom logic     }     return base.GetObjectsQuery<T>()
data/raw_md/articles/backend-web-api-service/execute-custom-operations,,403850,Execute Custom Operations on Endpoint Requests,articles/backend-web-api-service/execute-custom-operations::10,"uid: ""403850""title: Execute Custom Operations on Endpoint Requests > Create a Custom Data Service > Override Endpoint Methods > Register Your Custom Data Service",1,namespace MySolution.WebApi {     public class Startup {         // ...         public void ConfigureServices(IServiceCollection services) {             services.AddXafWebApi(builder => {             
data/raw_md/articles/backend-web-api-service/manage-blob-data-through-web-api-controller-endpoint,,404207,Manage BLOB Data Through a Web API Controller Endpoint,articles/backend-web-api-service/manage-blob-data-through-web-api-controller-endpoint::8,"uid: ""404207""title: Manage BLOB Data Through a Web API Controller Endpoint > Download BLOB Data > Upload BLOB Data > Upload Data to a MediaDataObject > Upload Data to a FileData Object > Deep Update Operations > Deep Update MediaDataObject",1,"using var updateDepartmentResponse = await HttpClient.PatchAsync(     $""/api/odata/ApplicationUser/{keys[0]}?$expand=Photo($expand=MediaResource)"",     new StringContent(     $@""{         ""Photo"": {  "
data/raw_md/articles/backend-web-api-service/manage-blob-data-through-web-api-controller-endpoint,,404207,Manage BLOB Data Through a Web API Controller Endpoint,articles/backend-web-api-service/manage-blob-data-through-web-api-controller-endpoint::11,"uid: ""404207""title: Manage BLOB Data Through a Web API Controller Endpoint > Download BLOB Data > Upload BLOB Data > Upload Data to a MediaDataObject > Upload Data to a FileData Object > Deep Update Operations > Deep Update MediaDataObject > Deep Update FileData Object",1,"byte[] bytes = Encoding.UTF8.GetBytes(""FILE DATA""); string base64 = Convert.ToBase64String(bytes);  var request = new HttpRequestMessage(HttpMethod.Post, $""/api/odata/Resume""); request.Content = new S"
data/raw_md/articles/backend-web-api-service/manage-blob-data-through-web-api-controller-endpoint,,404207,Manage BLOB Data Through a Web API Controller Endpoint,articles/backend-web-api-service/manage-blob-data-through-web-api-controller-endpoint::12,"uid: ""404207""title: Manage BLOB Data Through a Web API Controller Endpoint > Download BLOB Data > Upload BLOB Data > Upload Data to a MediaDataObject > Upload Data to a FileData Object > Deep Update Operations > Deep Update MediaDataObject > Deep Update FileData Object",1,"byte[] bytes = Encoding.UTF8.GetBytes(""FILE DATA""); string base64 = Convert.ToBase64String(bytes);  var request = new HttpRequestMessage(HttpMethod.Post, $""/api/odata/Resume""); request.Content = new S"
data/raw_md/articles/backend-web-api-service/obtain-a-report-from-a-web-api-controller-endpoint,,404176,Obtain a Report from a Web API Controller Endpoint,articles/backend-web-api-service/obtain-a-report-from-a-web-api-controller-endpoint::6,Report Controller Availability > Enable the Module in the Template Kit > Add the Reports Module to a Standalone Web API or XAF Blazor Application,1,"services.AddXafWebApi(builder => {     //...     builder.Modules         .AddReports(options => {             //...         })     //... }, Configuration); "
data/raw_md/articles/backend-web-api-service/obtain-a-report-from-a-web-api-controller-endpoint,,404176,Obtain a Report from a Web API Controller Endpoint,articles/backend-web-api-service/obtain-a-report-from-a-web-api-controller-endpoint::9,Report Controller Availability > Report Controller API,1,"[HttpGet(""DownloadByKey({key})"")] public async Task<object> DownloadByKey(string key,     [FromQuery] ExportTarget fileType = ExportTarget.Pdf,     [FromQuery] string criteria = null) {     //... }  ["
data/raw_md/articles/backend-web-api-service/obtain-a-report-from-a-web-api-controller-endpoint,,404176,Obtain a Report from a Web API Controller Endpoint,articles/backend-web-api-service/obtain-a-report-from-a-web-api-controller-endpoint::11,Report Controller Availability > Enable the Module in the Template Kit > Add the Reports Module to a Standalone Web API or XAF Blazor Application > Report Controller API > Basic Usage Example,1,"HttpClient httpClient = new HttpClient();  // Set up client Uri. httpClient.BaseAddress = new Uri(""https://localhost:5001/"");  // Argument for the DownloadByName method. var displayName = ""Employee Li"
data/raw_md/articles/backend-web-api-service/obtain-a-report-from-a-web-api-controller-endpoint,,404176,Obtain a Report from a Web API Controller Endpoint,articles/backend-web-api-service/obtain-a-report-from-a-web-api-controller-endpoint::20,Report Controller Availability > Report Controller API > Report Controller Customization,1,"void SetupReport(XtraReport report, string criteria = null,                   SortProperty[] sortProperties = null); "
data/raw_md/articles/backend-web-api-service/obtain-a-report-from-a-web-api-controller-endpoint,,404176,Obtain a Report from a Web API Controller Endpoint,articles/backend-web-api-service/obtain-a-report-from-a-web-api-controller-endpoint::22,Report Controller Availability > Report Controller API > Report Controller Customization > Add Unit Tests for Report Controller,1,using System.Net.Http.Headers; using System.Text; using DevExpress.Data.Filtering; using DevExpress.Xpo; using DevExpress.XtraPrinting; using MainDemo.Module.BusinessObjects; using Microsoft.AspNetCor
data/raw_md/articles/backend-web-api-service/validate-data-sent-to-web-api-endpoints,,404223,Validate Data Sent to Web API Endpoints,articles/backend-web-api-service/validate-data-sent-to-web-api-endpoints::6,Validation API Availability > Enable the Validation Module in the Template Kit > Add the Validation Module to a Standalone Web API or XAF Blazor Application,1,"services.AddXafWebApi(builder => {     //..     builder.Modules         .AddValidation(options => {             //...         })     //... }, Configuration); "
data/raw_md/articles/backend-web-api-service/validate-data-sent-to-web-api-endpoints,,404223,Validate Data Sent to Web API Endpoints,articles/backend-web-api-service/validate-data-sent-to-web-api-endpoints::7,Validation API Availability > Enable the Validation Module in the Template Kit > Add the Validation Module to a Standalone Web API or XAF Blazor Application,1,"services.AddXaf(Configuration, builder => {     //..     builder.Modules         .AddValidation(options => {             //...         })     //... } "
data/raw_md/articles/backend-web-api-service/validate-data-sent-to-web-api-endpoints,,404223,Validate Data Sent to Web API Endpoints,articles/backend-web-api-service/validate-data-sent-to-web-api-endpoints::10,Validation API Availability > Validation Does Not Run Automatically > Basic Data Validation Implementation,1,using DevExpress.ExpressApp; using DevExpress.ExpressApp.Core; using DevExpress.ExpressApp.DC; using DevExpress.ExpressApp.WebApi.Services; using DevExpress.Persistent.Validation; // ... public class 
data/raw_md/articles/backend-web-api-service/validate-data-sent-to-web-api-endpoints,,404223,Validate Data Sent to Web API Endpoints,articles/backend-web-api-service/validate-data-sent-to-web-api-endpoints::12,Validation API Availability > Validation Does Not Run Automatically > Basic Data Validation Implementation > Configure the Request Locale,1,"// ... httpClient.DefaultRequestHeaders.Add(""Accept-Language"", ""de-DE""); // ... "
data/raw_md/articles/backend-web-api-service/validate-data-sent-to-web-api-endpoints,,404223,Validate Data Sent to Web API Endpoints,articles/backend-web-api-service/validate-data-sent-to-web-api-endpoints::15,Validation API Availability > Enable the Validation Module in the Template Kit > Add the Validation Module to a Standalone Web API or XAF Blazor Application > Validation Does Not Run Automatically > Basic Data Validation Implementation > Configure the Request Locale > Add Unit Tests > Test Scenario > Step-by-Step Instructions,1,using System.Net; using System.Net.Http.Headers; using System.Net.Http.Json; using System.Text; using System.Text.Json; using MySolution.Module.BusinessObjects; using Microsoft.AspNetCore.Http; using 
data/raw_md/articles/business-model-design-orm/built-in-business-classes-and-interfaces,,112571,Built-in Business Classes & Interfaces,articles/business-model-design-orm/built-in-business-classes-and-interfaces::6,Interfaces for XAF Modules > Interface Implementations for Supported ORMs > Create Custom Classes with Class Names that Business Class Library Contains,1,using DevExpress.ExpressApp; using DevExpress.ExpressApp.DC; using DevExpress.ExpressApp.Updating; using DevExpress.ExpressApp.Model.NodeGenerators;  namespace MySolution.Module {     public sealed pa
data/raw_md/articles/business-model-design-orm/built-in-business-classes-and-interfaces,,112571,Built-in Business Classes & Interfaces,articles/business-model-design-orm/built-in-business-classes-and-interfaces::7,Interfaces for XAF Modules > Interface Implementations for Supported ORMs > Create Custom Classes with Class Names that Business Class Library Contains,1,Imports DevExpress.ExpressApp Imports DevExpress.ExpressApp.DC Imports DevExpress.ExpressApp.Updating Imports DevExpress.ExpressApp.Model.NodeGenerators  Namespace MySolution.Module     Public NotInhe
data/raw_md/articles/business-model-design-orm/how-to-specify-a-display-member-for-a-lookup-editor-detail-form-caption,,113525,"How to: Specify a Display Member for a Lookup Editor, Detail Form Caption, and more",articles/business-model-design-orm/how-to-specify-a-display-member-for-a-lookup-editor-detail-form-caption::4,"uid: ""113525""seealso: []title: 'How to: Specify a Display Member for a Lookup Editor, Detail Form Caption, and more' > Default Property of a Business Class > Apply the DefaultProperty or XafDefaultProperty Attribute",1,using DevExpress.ExpressApp.DC; // ... [XafDefaultProperty(nameof(StringProperty))] public class Task : BaseObject {     // ...     public virtual string StringProperty { get; set; }     // ... }  // 
data/raw_md/articles/business-model-design-orm/how-to-specify-a-display-member-for-a-lookup-editor-detail-form-caption,,113525,"How to: Specify a Display Member for a Lookup Editor, Detail Form Caption, and more",articles/business-model-design-orm/how-to-specify-a-display-member-for-a-lookup-editor-detail-form-caption::5,"uid: ""113525""seealso: []title: 'How to: Specify a Display Member for a Lookup Editor, Detail Form Caption, and more' > Default Property of a Business Class > Apply the DefaultProperty or XafDefaultProperty Attribute",1,using DevExpress.ExpressApp.DC; // ... [XafDefaultProperty(nameof(StringProperty))] public class Task : BaseObject {     // ...     public string StringProperty {     // ... }  
data/raw_md/articles/business-model-design-orm/how-to-specify-a-display-member-for-a-lookup-editor-detail-form-caption,,113525,"How to: Specify a Display Member for a Lookup Editor, Detail Form Caption, and more",articles/business-model-design-orm/how-to-specify-a-display-member-for-a-lookup-editor-detail-form-caption::7,"uid: ""113525""seealso: []title: 'How to: Specify a Display Member for a Lookup Editor, Detail Form Caption, and more' > Default Property of a Business Class > Apply the DefaultProperty or XafDefaultProperty Attribute > Declare a Property with a Specific Name",1,public class Task : BaseObject {     // ...     public virtual string Subject { get; set; }     // ... } 
data/raw_md/articles/business-model-design-orm/how-to-specify-a-display-member-for-a-lookup-editor-detail-form-caption,,113525,"How to: Specify a Display Member for a Lookup Editor, Detail Form Caption, and more",articles/business-model-design-orm/how-to-specify-a-display-member-for-a-lookup-editor-detail-form-caption::9,"uid: ""113525""seealso: []title: 'How to: Specify a Display Member for a Lookup Editor, Detail Form Caption, and more' > Default Property of a Business Class > Apply the DefaultProperty or XafDefaultProperty Attribute > Declare a Property with a Specific Name",1,using DevExpress.ExpressApp; using DevExpress.ExpressApp.DC; // ... public sealed partial class MySolutionNameModule : ModuleBase {     // ...     static MySolutionNameModule() {         TypeInfo.Defa
data/raw_md/articles/business-model-design-orm/how-to-specify-a-display-member-for-a-lookup-editor-detail-form-caption,,113525,"How to: Specify a Display Member for a Lookup Editor, Detail Form Caption, and more",articles/business-model-design-orm/how-to-specify-a-display-member-for-a-lookup-editor-detail-form-caption::11,"uid: ""113525""seealso: []title: 'How to: Specify a Display Member for a Lookup Editor, Detail Form Caption, and more' > Default Property of a Business Class > Apply the DefaultProperty or XafDefaultProperty Attribute > Declare a Property with a Specific Name > Apply the FriendlyKeyProperty Attribute",1,using DevExpress.ExpressApp.DC; // ... [FriendlyKeyProperty(nameof(StringProperty))] public class Task : BaseObject {     // ...     public virtual string StringProperty { get; set; }     // ... } 
data/raw_md/articles/business-model-design-orm/non-persistent-objects,,116516,Non-Persistent Objects,articles/business-model-design-orm/non-persistent-objects::8,Important Notes > Basic Non-Persistent Class Implementation > Non-Persistent Object Space,1,builder.ObjectSpaceProviders     // ...     .AddNonPersistent(); // ... 
data/raw_md/articles/business-model-design-orm/property-changed-event-in-business-classes,,117395,The Importance of Property Change Notifications for Automatic UI Updates,articles/business-model-design-orm/property-changed-event-in-business-classes::5,PropertyChanged and CollectionChanged Event in Entity Framework Core > PropertyChanged Event in XPO,1,public class Department : BaseObject {     // ...     private string title;     public string Title {         get {             return title;         }         set {             SetPropertyValue(nameo
data/raw_md/articles/business-model-design-orm/property-changed-event-in-business-classes,,117395,The Importance of Property Change Notifications for Automatic UI Updates,articles/business-model-design-orm/property-changed-event-in-business-classes::8,PropertyChanged and CollectionChanged Event in Entity Framework Core > PropertyChanged Event in XPO > PropertyChanged Event in Non-Persistent Classes,1,public class NonPersistentObject1 : INotifyPropertyChanged {     // ...     private string sampleProperty;      public string SampleProperty {         get { return sampleProperty; }         set {     
data/raw_md/articles/business-model-design-orm/resolve-session-mixing-exception,,403631,"Resolve SessionMixingException: ""The object that has been passed belongs to another ObjectSpace. (An error with number 1021 has occurred.)""",articles/business-model-design-orm/resolve-session-mixing-exception::2,"uid: ""403631""title: 'Resolve SessionMixingException: ""The object that has been passed belongs to another ObjectSpace. (An error with number 1021 has occurred.)""' > Scenario",1,"private void AddTaskAction_Execute(Object sender, SimpleActionExecuteEventArgs e){       IObjectSpace objectSpace = Application.CreateObjectSpace(typeof(Contact));       Contact contact = objectSpace."
data/raw_md/articles/business-model-design-orm/resolve-session-mixing-exception,,403631,"Resolve SessionMixingException: ""The object that has been passed belongs to another ObjectSpace. (An error with number 1021 has occurred.)""",articles/business-model-design-orm/resolve-session-mixing-exception::7,"uid: ""403631""title: 'Resolve SessionMixingException: ""The object that has been passed belongs to another ObjectSpace. (An error with number 1021 has occurred.)""' > Scenario > Explanation > Solutions > Get An Existing Object from Another Data Context > XPO",1,object taskKey = ((Task)View.CurrentObject).Session.GetKeyValue(View.CurrentObject); contact.Tasks.Add(session.GetObjectByKey<Task>(taskKey)); 
data/raw_md/articles/business-model-design-orm/resolve-session-mixing-exception,,403631,"Resolve SessionMixingException: ""The object that has been passed belongs to another ObjectSpace. (An error with number 1021 has occurred.)""",articles/business-model-design-orm/resolve-session-mixing-exception::10,"uid: ""403631""title: 'Resolve SessionMixingException: ""The object that has been passed belongs to another ObjectSpace. (An error with number 1021 has occurred.)""' > Scenario > Explanation > Solutions > Get An Existing Object from Another Data Context > XPO > XAF",1,"private void AddTaskAction_Execute(Object sender, SimpleActionExecuteEventArgs e){       IObjectSpace objectSpace = Application.CreateObjectSpace(typeof(Contact));       Contact contact = objectSpace."
